""	"Prot"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"YPT7"	"YPT7"	2.19014713682635	9.97180424601252	9.7591013109342	0.000132925117377944	0.0113857238471315	1.88625919456444
"NAM9"	"NAM9"	-1.94252971531402	9.6185196466712	-9.59224186901291	0.000145116401198495	0.0116280367928084	1.8000475877533
"NAP1"	"NAP1"	-2.96243835053153	9.82806076907597	-9.5923650758973	0.000145106925020864	0.0116280367928084	1.79679600084573
"TIM23"	"TIM23"	2.80540952544455	9.52518416619444	9.42784214198976	0.000158436762972948	0.0122986537257751	1.70989124190817
"FET5"	"FET5"	2.24811007033859	9.61542404017791	9.25104209623836	0.000174400588651022	0.0131276079457315	1.61452201394042
"HFD1"	"HFD1"	-2.80199242449765	10.2076084551704	-9.07549990765173	0.000192157865107474	0.0140388275566755	1.49933369011355
"CAR2"	"CAR2"	-2.56343786759371	10.4612206311153	-8.93772745854216	0.000207597446941564	0.0143900728711836	1.42937458185317
"POB3"	"POB3"	-2.8457325679399	9.86768546423435	-8.92961020341778	0.000208551780741792	0.0143900728711836	1.42685943825494
"SCS3"	"SCS3"	3.1435680659718	9.40353826925531	8.73306115040228	0.000233315875089118	0.0149264622234674	1.3146008247866
"YPR172W"	"YPR172W"	-2.68600100756728	10.0176390726631	-8.70112236066949	0.000237659283091175	0.0149264622234674	1.30040652522025
"GEM1"	"GEM1"	2.96647119361492	9.78970318492794	8.67551728150117	0.000241210155360996	0.0149264622234674	1.27530815606091
"CGI121"	"CGI121"	-2.41845158620737	9.70575365309507	-8.61549007382364	0.000249782121151717	0.0149264622234674	1.25493604650016
"BUR6"	"BUR6"	-2.99967925665878	9.9337043970324	-8.62166370705327	0.000248884175535042	0.0149264622234674	1.24318061750984
"INO80"	"INO80"	2.83536635205933	9.89638701402675	8.58109280361658	0.000254855464848157	0.0149264622234674	1.2206439817511
"MET5"	"MET5"	-2.1516397876719	12.2106258722734	-8.55760876027603	0.000258388838812036	0.0149264622234674	1.20727678108413
"RBG1"	"RBG1"	2.40337377490337	9.63486296020544	8.44820148435282	0.000275628897774853	0.0150773600405647	1.14659159251932
"RPO41"	"RPO41"	-2.55806546087624	9.50020856061082	-8.37638761160452	0.000287681281661784	0.0150773600405647	1.0952990681428
"PRS5"	"PRS5"	-2.1572149936032	10.2742566782533	-8.36294040339718	0.000290006393104766	0.0150773600405647	1.08026196184226
"SGD1"	"SGD1"	2.57529644641386	9.07407192321133	8.37513047177405	0.000287897718705347	0.0150773600405647	1.07792038855602
"CKS1"	"CKS1"	3.10110271234653	9.19628933124803	8.35522760617513	0.000291349952474681	0.0150773600405647	1.06540933314472
"TOS1"	"TOS1"	2.97102096431078	9.95011987640115	7.89990163055247	0.000385381876052825	0.0195365016350044	0.788397309431496
"PET123"	"PET123"	-1.79397940866634	12.5947946093263	-7.46712942555239	0.000509446148781105	0.0253092846714453	0.505981546618337
"BCS1"	"BCS1"	-2.39616000567363	9.80948871154317	-7.29665577095566	0.000570812913991579	0.0274555469909555	0.38755853337463
"MZM1"	"MZM1"	3.1726141201263	9.73856456932406	7.28644986868469	0.00057475380174303	0.0274555469909555	0.367297179460637
"GYL1"	"GYL1"	2.47186879154465	9.1950087767466	7.08548418959463	0.000659248684407021	0.0308976175861706	0.245693201664841
"TAE1"	"TAE1"	2.3699943310566	9.68955019860531	7.0522562438816	0.000674581169966749	0.0310307338184704	0.194969181392288
"CDC28"	"CDC28"	2.07660735880364	9.6688058081299	6.86756634471498	0.000767816373143722	0.0340581405515894	0.0557339561324115
"DSD1"	"DSD1"	2.59049200739088	9.92602514381077	6.86815144721169	0.000767498056796001	0.0340581405515894	0.0542725895202434
"ALG12"	"ALG12"	2.42253816983038	9.39115942571886	6.83631314471967	0.000785045834158792	0.0342114710886042	0.0295589314760845
"ARG82"	"ARG82"	-3.84466137904981	9.63654943020437	-6.75049177812284	0.000834733641213351	0.0357496269788614	-0.0349732417901141
"KEX1"	"KEX1"	2.75637938183008	9.39360210374508	6.69956788138544	0.000865953874829336	0.036458125848747	-0.0597413360528174
"YAE1"	"YAE1"	-1.33768386972108	7.77685073288658	-6.58170817878257	0.00094359560975918	0.0386473416688123	-0.132055209244529
"BDH1"	"BDH1"	-1.95778337040111	9.41920675410446	-6.57383015373343	0.000949069179467614	0.0386473416688123	-0.175659693230356
"SPC3"	"SPC3"	-2.45254220576931	9.60759338169012	-6.4872657524574	0.00101172255188092	0.040412319788803	-0.222784924192561
"SWP1"	"SWP1"	2.10993618332359	9.87936039850937	6.46978983620341	0.00102495013957109	0.040412319788803	-0.241128184720464
"ATP20"	"ATP20"	3.65603653640564	9.80385093404758	6.42753604453058	0.00105777521273225	0.0410549004441706	-0.293854504585059
"POA1"	"POA1"	3.66531287362531	9.93797530362137	6.28365631541333	0.00117912581495891	0.0449342273783965	-0.412620550873494
"MET8"	"MET8"	-2.69586989879449	9.49904235671039	-6.26732083453083	0.00119390459217962	0.0449342273783965	-0.425861177023342
"CDC16"	"CDC16"	-1.48314427226573	6.91890452491754	-6.06504614228509	0.0013960320504282	0.0513406630647304	-0.575864852134458
"APA2"	"APA2"	-1.57151872693242	7.83979561195667	-6.03702897052102	0.00142706526644032	0.0513743495918516	-0.576305492815777
