wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YGR280C	10.6793580360412	10.8290508188172	11.0385499199462	10.9682158145709	10.9691805174987	10.8445837387551	10.8178998009552	10.3531248587853	10.5180440151717	10.3771031881869
YGR281W	11.3415648109422	11.3441232252563	11.3785761449929	11.3413561824497	11.1211389707324	11.2026237238821	11.0862653741149	10.4823460421905	10.3663422366654	10.3904624295053
YGR282C	11.108502887498	11.1795201866851	11.1154002720247	11.0510717120891	11.107641259837	11.0253524835761	10.9910463566375	11.3266227197657	11.2860702065564	11.2076640891403
YGR283C	7.47893582866129	7.42472690824593	7.49872679707538	7.64915475825299	7.60837083377638	7.5380463366312	7.5124170292516	7.62360931852467	7.5600130225553	7.3556911819501
YGR284C	9.79942059822345	9.82373926688582	9.62715137792393	9.58807512189064	9.66952695657006	9.76591645224175	9.72191773261913	9.91309251956266	10.0723947690421	10.1311821030009
YGR285C	10.2023706825685	10.2778934991713	10.3927464678346	10.4611433065257	10.6451436262042	10.4921855182839	10.6367018467635	10.7034753895174	10.7826418341361	10.7355999142186
YGR286C	9.54827137093245	9.56457468839376	9.58044837590947	9.59114618637001	9.55405694069023	9.49538731361112	9.68044661403447	9.7050262644404	9.76878277569993	9.72809287083676
YGR287C	10.174504768828	10.4481673707673	10.2338428047831	10.0354450559156	10.0229076818757	10.1348957001	9.9186642096465	10.4397527245921	10.4928072792161	10.7107436189338
YGR288W	7.53236111984337	7.52155381086705	7.51206610275783	7.52715028038689	7.51528155222646	7.58041715181718	7.42803802705609	7.63298651436908	7.72769205755587	7.80497913140162
YGR289C	7.90496956810267	7.96461934212664	7.7027695575404	8.17334396459278	7.92648228245322	8.10300649025974	7.7991662652564	8.33550099697556	8.2976270883682	8.87274622908305
YGR290W	2.89237384908397	2.37547439060814	2.39529685518555	2.60535282571298	2.26551853393015	2.50587017913602	2.32078579801195	2.4143892185815	2.52420333261096	2.72887353362689
YGR291C	-2.16337061934745	-2.18076638837484	-2.15990405548067	-2.16942655128758	-2.16147303862118	-2.07862968668017	-2.16266290567723	-2.16663963173148	-2.16647200488497	-2.17164559881919
YGR292W	5.71108880153712	5.91964052735811	5.67471239443039	5.98757360876498	5.94440581303798	5.93347611519543	5.78521322085865	6.58339356772148	6.57498211387494	6.52816824103853
YGR293C	-1.88388488369084	-1.90128065271822	-1.88041831982406	-1.88994081563097	-1.88198730296457	-1.88967542837653	-1.70211421531467	-1.88715389607487	-1.88698626922835	-1.89215986316258
YGR294W	0.855535344217322	0.797946710374478	0.785877708768598	0.986659220369476	0.938967021359526	0.760867021559346	0.778770141998937	0.768010511136471	0.768476494794357	0.829760086187061
YGR295C	3.58371032882045	3.25230572212282	3.22768211361052	3.66438345593229	3.90780533367146	3.79132211756458	3.62718601491605	3.65924307627927	3.48083246046423	3.6733373579827
YGR296W	2.60229430546683	2.75011661962286	2.62445329176746	2.61363450265085	2.87088021257655	2.56433789705734	2.60685370271417	2.78145222440074	2.41740139458035	2.59798765578998
YGR296C-A	0	0	0	0	0	0	0	0	0	0
YGR296C-B	0	0	0	0	0	0	0	0	0	0
YHL050C	7.3253273988178	7.40573191250901	7.27089734340471	7.32119130184496	7.46249361960878	7.30992918006733	7.32272433466371	7.11153184331712	7.06313281130992	7.11157608647337
YHL050W-A	0	0	0	0	0	0	0	0	0	0
YHL049C	0.619630507283556	0.49211588099016	0.463855172176186	0.523846074408513	0.861499766375558	0.603818702752795	0.621472150196042	0.530882981794312	0.531296972859382	0.438207385192686
YHL048C-A	-2.07283914199448	-2.18076638837484	-2.15990405548067	-2.16942655128758	-2.16147303862118	-2.16916116403315	-2.16266290567723	-2.16663963173148	-2.16647200488497	-2.17164559881919
YHL048W	7.24656969215692	7.17944603716592	7.04617870216974	7.53574730196514	7.46978036657835	7.55229778953911	7.39962093514255	7.53552920082296	7.49002138041948	7.56568792027084
YHL047C	8.51339727350724	8.49181624889873	8.49293887450805	8.37064368375982	8.3629240056254	8.2609714362975	8.2147625850292	8.38439571367427	8.20327933503295	8.3422937362522
YHL046W-A	3.08560191015866	3.1098855455328	3.20373545341539	3.16899609498778	2.95237228602395	3.04281520167557	2.89371639147776	3.35216275455516	3.35376593016705	3.797035090075
YHL046C	2.83235624891654	2.86630885383831	2.58725103688832	2.92415767567715	2.68990148185016	2.96982127605072	2.88661127779628	2.85591932373119	2.80945560767822	2.62517105500056
YHL045W	3.7608078827062	3.68008807496305	3.64638742287083	4.07288919529995	3.81352028875452	3.97242411511659	3.69701283818816	3.51334493940186	3.69696869773671	3.51018890352719
YHL044W	7.36424490065218	7.27894771641934	7.27509522595994	7.40482039917788	7.21474743657439	7.36811462879079	7.07713109560601	6.97677025243638	6.92267204419822	6.8660967355461
YHL043W	6.96293685618027	6.78054989622756	6.80249328494354	6.92496304924071	6.79307503162569	6.66296093207033	6.61457134125383	6.65882757449671	6.60798900051927	6.68257635529639
YHL042W	5.8562121603335	5.81724381775815	5.71617472832612	5.88920131394854	5.89222808879163	5.79251058008497	5.79632399539231	5.99264465037421	5.96733641530861	5.92329474853963
YHL041W	2.49829431709886	2.68204489918679	2.28868168413622	2.45605240630169	2.34026448561124	2.65631936415253	2.33346487374583	2.19294090092135	2.13280628160745	2.16669903482766
YHL040C	7.32419488061177	7.41056954188479	7.53445318618948	7.33091069296747	7.41110048371293	7.09507573284652	7.3070275511132	7.47414394371967	7.42587745446399	7.45745012389116
YHL039W	7.46244308494395	7.49049877415309	7.52362147522232	7.4166501593704	7.4729024806717	7.57913238605001	7.49997329123704	7.53768903655819	7.40381535524162	7.4986504247805
YHL038C	8.39387890415093	8.34288700315137	8.32105304681936	8.19877554800194	8.20019520598416	8.17922072985836	8.26124633837787	7.84260025679799	8.00555920344054	8.08009016380339
YHL037C	2.62964646924446	2.50686983451546	2.36419142198723	2.638076439256	2.6424460374766	2.95793709779127	2.63443539690686	2.55486557999392	2.50209668632017	2.66980807790698
YHL036W	7.5448567898072	7.4348291700138	7.36701302933825	7.37597520068619	7.37044123679429	7.30125485374941	7.41092917956499	6.98811434689488	6.8426348766166	7.46979668247514
YHL035C	8.85274368971036	9.00631637581351	8.88682163923775	8.90406148138924	8.74852092744923	8.84905281741963	8.8358787865296	8.91721751676396	8.91833083034308	8.93231851352365
YHL034W-A	5.71353757878101	5.47515109233449	5.41269047173794	5.68095360787335	6.06294921868394	6.03055714348234	6.21862072283928	5.43513655918709	5.42215979006013	5.56156418407463
YHL034C	10.5111971789948	10.5984814879378	10.5995993559394	10.5969635400282	10.8571063371921	10.6815310370424	10.991320420091	10.6137125281097	10.6351989758307	10.5976166123156
YHL033C	9.71544583634287	9.8450689683102	10.0408351842842	9.77873051610372	9.90078550406839	9.78686569124774	9.83773223370221	9.96897141240845	9.98101470890524	9.71196009238676
YHL032C	9.1578375898544	9.31345557130446	9.17271884505381	9.29667420625593	9.34480621825657	9.20655247915287	9.19333492276649	9.26143707536139	9.31867492532381	9.29817330967899
YHL031C	5.77378912116279	5.8629322527667	5.78494756762468	6.16650151347641	6.19442135815141	6.07115112719645	6.1597684186667	6.29053590249166	6.24771922403709	6.23146403952427
YHL030W-A	-0.598564102058454	-0.536131685101401	-0.505173200946518	-0.605922628040356	-0.596423584756673	-0.605582680613645	-0.508630397351352	-0.602433928673662	-0.513701408158481	-0.348364554434688
YHL030W	9.14935672866098	9.14600312190767	9.12291046613098	8.95638450471429	9.01837584980422	9.09126556644186	9.2982885780679	8.97919432873102	8.9368745748603	8.95259547200733
YHL029C	8.00384011332329	7.93436060815985	7.94620291926472	7.90868978687325	7.82971997846153	7.83850320836304	7.70335830198621	7.92077473515616	7.87115858552557	7.81978661307689
YHL028W	7.45158548760152	7.40320985236101	7.46588918291284	7.56819695366011	7.60495314758284	7.32803097282783	7.23555152726466	6.83080547069091	6.97963487318162	6.89152467964141
YHL027W	10.4961929565034	10.4302816078763	10.4568789622039	10.4024442772778	10.2985085178565	10.2532756504307	10.1239625035306	9.91201985039785	9.93739527412659	9.96507200107308
YHL026C	7.1963551379729	7.16104710382558	7.34146262860639	7.23582122038307	7.11494540742536	7.10559314843119	6.99486826569366	7.03470172839706	7.16121830636014	7.13552621686089
YHL025W	9.16490359475026	9.17286166086698	9.26441928669189	9.54283894681396	9.39045038414525	9.33443072300575	9.20862003085923	8.9892949448335	8.88399071506425	8.86830753468047
YHL024W	7.73645342760376	7.86017316175713	7.7050464172805	7.7135532626378	7.69054933694644	7.83758830284101	7.59206306810964	7.78882304843294	7.85355445172614	7.74761036418823
YHL023C	8.72760044883958	8.77127424817681	8.71651814268262	8.74924872034916	8.73551686031922	8.71702319835586	8.72638257945797	8.4478751077032	8.59203481955449	8.66008964883416
YHL022C	7.19994852005852	6.99591835702967	7.10196766389613	7.40756688131733	7.15677864147436	7.39219614686946	7.32616496946993	6.81140636870646	6.76179486439419	6.80545894123282
YHL021C	10.0057237437175	10.1360378192753	9.89311419019999	9.75807498504223	9.67021265665096	9.83676173377388	9.56838547185047	10.1412248871466	10.1730634333996	10.5406010418686
YHL020C	9.11270867625687	9.15810780937252	9.2099689366887	9.37706517354229	9.24840087877099	9.1998523493525	9.12013691313748	9.1387536002651	9.11814821356738	9.00697324443269
YHL019W-A	-1.60439914803422	-1.62179491706161	-1.51040110681447	-1.61045507997436	-1.51197008995498	-1.61018969271992	-1.60369143436401	-1.60766816041825	-1.51696905621876	-1.61267412750596
YHL019C	7.74674473157515	7.90720081278446	7.917109494945	7.96958771007716	8.23568276328097	7.95112194474675	7.93882652644295	7.89686052170043	7.92959712770701	7.99149684873112
YHL018W	3.58195412592983	3.57713922328375	3.68820552728852	3.33720172402892	3.52155157806889	3.41810109998224	3.51145236940586	3.72379085249671	3.69275736426026	3.79108795817281
YHL017W	7.9843827997648	7.93863654424088	7.8623304184985	7.89848426383677	7.90946840768545	7.9100434587542	7.78458135222623	7.8875710206236	7.89550972294911	7.89438319173238
YHL016C	8.3907004910681	8.3479973737368	8.38956083008085	8.26344037848335	8.21756082970118	8.33481457440631	8.23508093993065	7.76009138363593	7.69686632082361	7.73938736464711
YHL015W-A	3.36839186461135	3.18397888790426	3.26624124613342	3.75513931317133	3.38435597239303	3.35811732760954	3.10669797308229	3.41880758425462	3.49471776800272	3.64051486666663
YHL015W	10.5616893853193	10.6167602349203	10.7187028600663	10.6386962860913	10.8667562695122	10.7855487097415	10.8831206300535	10.8358841391495	10.8754069697716	10.9006676637187
YHL014C	7.56609162883513	7.5836953854336	7.7882156049404	7.43444760139262	7.47869805588395	7.58580155899248	7.63013333963663	7.56916043355772	7.48937949419853	7.52158763608353
YHL013C	7.17055283407379	7.26056028005912	7.4235905557442	7.08027986615854	7.30798892466259	7.27287742650807	7.44887391726327	7.59129936126559	7.48145678367399	7.62606259434358
YHL012W	5.28352859546569	4.98980885579326	5.0596999158011	4.97416982021217	4.94641628834822	5.02591265644529	4.93224600999304	4.61270251320679	4.66062501764374	4.75277055780236
YHL011C	9.01848521062771	9.12859954188471	9.21210014121542	9.17040073909699	9.25388826786586	9.23571921579514	9.2604281940768	9.43544377521163	9.45026471514953	9.3061340470729
YHL010C	7.80770664187279	7.71077993348803	7.874439630245	7.75858124392474	7.80708620939425	7.83381852233494	7.83035929787638	7.66547647163516	7.63388273152034	7.68104633758029
YHL009C	7.70058615834134	7.74875602991547	7.88155413333107	7.68060593143091	7.68711270508916	7.7535612727006	7.80353013221099	7.78642744726627	7.91152232709556	7.95830981124679
YHL008C	8.5831125832011	8.59127468082821	8.50649615778105	8.73365034289852	8.57670873562537	8.67388569018848	8.46436868343389	8.88174218028181	8.9375719338695	9.30252221590233
YHL007C	9.28025203654769	9.34910917400351	9.42446489093641	9.39502395149244	9.45170786265341	9.39423828583958	9.42040222443167	9.37956242956924	9.40980178785305	9.40931715390017
YHL006W-A	4.12229909418472	4.25744412766023	4.27431040423722	4.39213761177912	4.20041847699855	4.41737636824776	4.32616957797652	4.23031622855035	4.12176887728339	4.20241044961467
YHL006C	5.3373901238173	5.14707507948034	5.31982013659473	5.43084129639526	5.34677996033278	5.29173956236374	5.28525306481799	5.25124601802352	5.17519515901547	5.11487489948725
YHL005C	1.29878950364478	1.29132451408519	1.23728975203623	1.13075361515142	1.30595148043202	1.20450291005103	1.22790932104812	1.0650646859261	1.35762176121896	1.26562887790546
YHL004W	8.20927351558712	8.26034165049826	8.24037371246068	8.275445058439	8.49622204847378	8.31380102421558	8.45847717265372	8.50034848572817	8.47457422507556	8.43316352931311
YHL003C	9.65495320264716	9.66187018388006	9.58265228211064	9.66598743712321	9.59282732556167	9.59248996209342	9.59290245594955	9.10309266473729	9.15825788059213	9.14032760603774
YHL002C-A	2.49117774049049	2.54985914032051	2.40076899765725	2.34197442460439	2.5041009778244	2.39795112428399	2.32602412942346	2.12428523710476	2.30391760851883	2.21679500238681
YHL002W	9.47687186179757	9.47287540169083	9.46449670100785	9.40281228524966	9.29513431245621	9.37055985883683	9.25273720460176	9.02239468637828	9.05658080709973	9.04179454938912
YHL001W	9.18151546248421	9.14883186361476	9.2899288647922	9.15635083898706	9.15978673573603	9.16683194081248	9.26399138475183	9.27937714984254	9.31371027925855	9.16286718249336
YHR001W	8.9520460142317	8.92042160677441	8.8221305377886	8.98329709922722	8.96581663537035	8.9590943688759	9.02744616240003	8.76974259146347	8.82205955631718	8.8950674339134
YHR001W-A	8.48539327577157	8.38441968279768	8.26385795994681	8.67346414530587	8.45174057110634	8.63001279008882	8.43941959840759	8.62918072067068	8.55456511344818	8.68948956057519
YHR002W	7.54254090073893	7.57930918392515	7.44726814162879	7.58854110589852	7.4084541334756	7.49847675695622	7.43084459076917	7.52066233990669	7.46510157452944	7.53752895120898
YHR003C	8.55437046266666	8.67427407639267	8.84401120784261	8.71160254243999	8.86329902596304	8.83566406846458	8.94448311034418	8.74986501572315	8.82854917344494	8.71430848116226
YHR004C	8.44512446244862	8.44466824190274	8.46208533283413	8.61895873485787	8.46453936139721	8.47848926515921	8.39209192545577	8.30855557588723	8.33246507630109	8.44720039646579
YHR005C	9.7650449070666	9.82160969883685	9.84590839555189	9.7874432391649	9.75503474914751	9.77164476108804	9.73608407196094	9.38755577025571	9.28931150380319	9.35199883081632
YHR005C-A	8.99643737641559	8.9409759710268	8.95426945908159	9.1101182012152	9.12630108013363	9.12735017027009	9.38269453900221	9.03200960471848	8.96391385776322	8.87386973756924
YHR006W	10.4554239104567	10.4704864161877	10.4160610911777	10.4013347884611	10.1778145911214	10.2691208797397	10.0681772683073	10.0492358876129	10.0425757016035	10.0595729175207
YHR007C	11.3855077542999	11.351548584987	11.429745698755	11.338941278558	11.3633658544194	11.1978454498892	11.2994600256242	11.3752106598646	11.4136878214716	11.3309296219238
YHR007C-A	5.18281904998489	5.29523624313371	5.24181108713686	5.53148254077617	5.37889400110082	5.2638039748485	5.31874901757599	5.09364209388949	4.8894647700742	5.03686895926112
YHR008C	9.55449087659587	9.59565037783969	9.55494347994314	9.9674327131944	9.84111052896307	9.82820327439524	9.78284091134582	9.86920326537278	9.8550415020432	9.82472116096873
YHR009C	9.12132854771905	9.16818442232679	9.18028612769789	9.38353106184263	9.4239205818045	9.40007079330178	9.43771271015855	9.21078168165183	9.29802164821775	9.21526574890642
YHR010W	10.0625224591576	10.1021207982332	10.3076331834545	10.1286419016488	10.2762193204194	10.158598400829	10.2606296840276	10.2518145313297	10.2708617850213	10.1583485051991
YHR011W	7.06967999504485	7.18370532602672	7.2441115319364	7.37131557274547	7.55340371466256	7.51784847306609	7.74274068026827	7.47329653524311	7.47931857563125	7.51559565964807
YHR012W	8.28067376410456	8.19431420816382	8.23634107751981	8.15361248826934	8.2882107654533	8.20108908826862	8.24280208982157	8.22857850533861	8.21546338185155	8.26015379033297
YHR013C	7.92108672173633	7.89711757770482	7.99617132022423	8.00307783491741	8.10913278513977	8.08821379635514	8.12159359915396	8.05550787373525	8.03076234053824	7.96201327192839
YHR014W	3.89881492645903	3.80430957632351	3.72272669606861	3.83737588502562	3.91810148687328	3.92875948825091	3.99918225538024	3.80188704923915	3.59286164407845	3.90194964354571
YHR015W	5.56540549228915	5.33789731883117	5.21247009462307	5.13773594919676	5.06336408565939	5.18810403831652	5.0312517760612	5.32296286035935	5.58009393207245	5.71585993943554
YHR016C	9.37939080120628	9.45571392863871	9.49553567535127	9.44860239634791	9.45414077654033	9.41663632555597	9.37548410300155	9.3130893974859	9.23542349177212	9.32539289528023
YHR017W	9.77180561856065	9.69869897472856	9.72630071096205	9.65148489418237	9.48248747655912	9.51051165801495	9.38425569367159	8.84871383815982	8.78563382956708	8.85820513315995
YHR018C	13.0005239779443	12.9429853259225	12.9909253400747	13.1256423205128	13.0019412379964	12.9902463138032	12.9118642954726	12.3541632558282	12.4392277848688	12.2704571691042
YHR019C	11.1452970672368	11.2015507438165	11.3486623541004	11.3049575720461	11.3583391350706	11.2778598926167	11.2361275299535	10.9095795860258	11.0304859112859	10.8488120762215
YHR020W	10.9658808874587	10.9686111008974	11.0247182210915	10.851459374158	10.787298686456	10.7698053615567	10.7548456296471	10.4083310742704	10.5365628462346	10.3475690712345
YHR021C	8.86668781565898	8.94783751396856	9.19232114523338	8.87289802457141	8.98533250591522	8.96110606449897	9.1671582985836	9.15653885810344	9.18681041749971	9.1465135961025
YHR021W-A	5.63714534592575	5.60766202964488	5.76906992882285	5.96186899782534	5.75897506484434	5.78795546854612	5.45475082097718	5.33355282211869	5.35082740199694	5.26484567461603
YHR022C	6.01624621342531	6.13870885385266	5.9797399083448	5.95382454670973	5.93722303349552	6.14404786568754	5.75637940929019	5.73514836016414	5.9646980634831	5.96907432326755
YHR022C-A	2.83419679252895	2.3622905777031	2.66291504908976	2.49086801151799	2.37283263420826	2.32973933581565	2.69410813744874	2.28599749709783	2.4570735944868	2.37014758244937
YHR023W	8.91404399696147	8.8930740024065	8.85093683008771	8.8351526862897	8.6525107214132	8.75222068986408	8.66999771266703	8.75842590651443	8.65011398032413	8.78635236637169
YHR024C	9.63807831972899	9.63817731469142	9.6962007222659	9.61952047233945	9.62680781352857	9.57587458623375	9.67492299463489	9.40840664469961	9.44656670922016	9.38808570842238
YHR025W	9.75602365361779	9.65417420458929	9.72811158360375	10.0127495923253	9.86336572462661	9.77741770889437	9.63179160217538	9.45824583797858	9.56869693238913	9.33337117461718
YHR026W	9.31816036825716	9.21067384882581	9.13989645245753	9.14389384807109	9.11014029364798	9.05446727324373	9.1035392024256	9.04650386995872	9.03717969509153	8.956671894625
YHR027C	10.7028278772603	10.687483166777	10.690850846114	10.5422626049173	10.6361936662072	10.5936821059905	10.6597151733781	10.7332369405995	10.632320466271	10.7350317578104
YHR028C	10.0242128388982	9.97258260158327	9.87549224851963	9.8854836251869	9.79907220771928	9.78687041454246	9.78288908411856	9.77982485909115	9.70584636907256	9.81426511958178
YHR028W-A	0	0	0	0	0	0	0	0	0	0
YHR029C	11.113805707698	11.0403051622989	11.0236513824224	10.5364605064037	10.5916690909233	10.6074666774164	10.4379543520909	9.73507173457796	9.79030978374186	9.62694031111919
YHR030C	10.4257573233089	10.4959902492457	10.5741646132902	10.5949972973659	10.5353779486861	10.5900727043244	10.4479987974401	10.6125577499683	10.7030630917744	10.56798788573
YHR031C	8.27906090961894	8.22670249484374	8.32895456854788	8.19251778905273	8.26824008711577	8.41091919300331	8.25148188138906	8.37094393834576	8.35376445116157	8.37896056296027
YHR032W	8.30424403387114	8.34372229066536	8.33682451518066	8.19829549669195	8.23486461040644	8.23422381536038	8.0886707086976	8.40251536367732	8.34705819814979	8.37020111359563
YHR032W-A	4.07068260655113	4.33702246155879	4.33756572706365	4.35104519435506	4.20924292512526	4.46318918918305	4.01323295240739	4.15614695428151	4.3146215592834	3.9938241821151
YHR032C-A	1.49391610634695	1.66600585660732	1.57852465656145	1.46943273385599	1.50125519071214	1.73412249739863	1.42484506874971	1.54989609422199	1.41105613291287	1.59301203085743
YHR033W	9.52759011922233	9.64833939238687	9.51106336471188	9.77419915968449	9.60469097418662	9.67471285450601	9.33610903745473	9.55173849197981	9.56399132806077	9.47485965722553
YHR034C	7.92989368328718	7.86205561906031	7.98207621296566	8.22147292652505	8.13047070020293	8.10584337416567	7.94865892728928	7.85237014432067	7.90667571410085	7.82774008333379
YHR035W	5.96940978921266	5.96176570011875	5.93194556880453	5.95252454356257	5.7445629083687	5.98302320851038	5.76784102442309	5.87451880724789	5.77963761169989	5.80927678572248
YHR036W	6.99394246597267	6.99271583665188	7.07641923551076	7.10383615163692	6.83923341743561	6.92503307043618	6.96740274014847	6.67503334428168	6.55701618496332	6.61991650085746
YHR037W	9.86471092048346	9.75588925179114	9.6821351552003	9.77455084513767	9.75485855486976	9.75137774724996	9.76168873241304	9.8244186993047	9.77311719924963	9.84945202388621
YHR038W	6.61554650572116	6.53624845199577	6.3654885371783	6.472329033808	6.70238734868085	6.48271323720193	6.74193025833049	6.66612608062588	6.78332919239089	6.60154953631114
YHR039C	9.88265686330207	9.85154809078881	9.85762746640957	9.84847032761451	9.88475230319833	9.85229912826599	9.92838805729334	9.95110327982817	9.9186358485926	9.88955940429161
YHR039C-A	10.1198113635623	10.0303917264575	10.0652528644006	10.1585409455736	10.1648205522157	10.1711674233448	10.3204131008314	10.0906894468377	9.97608589527261	9.9364095625216
YHR040W	7.62430807521686	7.67214650529283	8.01872587949685	7.89551301554325	8.03003652999673	7.9197383864774	7.87641733794218	7.8659793502399	7.98489069669504	7.78708465040284
YHR041C	6.23311150772141	6.18395802903211	6.4327920896697	6.46820587051267	6.51579315658551	6.34301931988688	6.23292413888326	6.39952153892578	6.2951959275179	6.33751124870716
YHR042W	9.3535328744341	9.40126296513977	9.36931094117977	9.31916195005508	9.29339206169439	9.16690821894449	9.22605664109915	9.39949474869	9.37369810429077	9.31656557079222
YHR043C	8.78948078211062	8.85698438067995	8.78774217834423	8.79604829193896	8.89906330303972	8.86704153928936	8.98722039410381	9.30124317389799	9.31535230231072	9.37283343988533
YHR044C	8.05020588187422	8.00891365293767	7.95383413141995	7.76769932908818	7.83987921296329	7.84375399971293	7.81047756783717	7.91774584152599	8.06462892951243	8.1052404045422
YHR045W	8.48759617257206	8.48478366740564	8.56187666478684	8.44420326947254	8.40076664376258	8.43307024102643	8.4753124261758	8.54000371509989	8.69595529208789	8.68157431545733
YHR046C	8.59163289348021	8.65191679897717	8.71320178676995	8.54115206978652	8.72948912255468	8.7286135388309	8.53563784646457	8.62647761881275	8.75174965351433	8.51254707113811
YHR047C	9.47240989886556	9.47277980632318	9.42690996705131	9.21043145229625	9.13539156826768	9.27242279032553	9.0424325975673	9.22192412585159	9.29706685196018	9.32803551554707
YHR048W	8.25694594207102	8.25290429416038	8.21017600770846	8.11453420018387	7.95685377315016	8.1162357470967	7.88234131960416	7.91754501376422	7.94486514379087	8.01520625386318
YHR049W	9.78062197656692	9.73480521927315	9.65356907607882	9.48880999558758	9.68565002781542	9.61918972254599	9.66094040633494	9.59469947293815	9.76444384858129	9.66175293599331
YHR049C-A	4.87261711037061	4.81881105696097	4.8078234369668	4.80202328898508	4.79047464468999	5.17308779258965	5.04717028566302	4.87219721647676	4.73574585660137	4.8129480448601
YHR050W	7.83963820845739	7.92828964832286	7.79681989360479	7.96537036122058	7.85318889101086	7.76703682874857	7.84944895259347	7.99929303548465	7.95585956024481	8.18089026050085
YHR050W-A	3.08273000149052	3.12261280409141	3.01658389906063	2.70320951591277	2.80305017249221	3.11879537907403	2.84786492093416	3.14126955170687	3.10052804977433	3.17489715075431
YHR051W	8.83640927755584	8.67325687922391	8.60825478619589	8.88278954708921	8.86676004147711	8.8234148094752	8.91581975650685	9.13302410720806	9.08082214315043	9.0496206276855
YHR052W	7.81524204365934	7.90697340294296	7.93661291851586	7.86836095517468	7.86699510857786	7.97836508112973	8.08443467190682	8.23339774875373	8.07108212837057	7.90320933652923
YHR052W-A	3.78253936097937	3.78959809896725	3.30268200493056	3.78096854602497	3.50853196602865	3.59036414704438	3.37375166642263	3.54189581467403	3.84349065260121	3.696414324518
YHR052C-B	0	0	0	0	0	0	0	0	0	0
YHR053C	0	0	0	0	0	0	0	0	0	0
YHR054C	6.24919578004212	6.33180255604324	5.92909543767513	5.89712422744691	5.76062009175069	5.82759546157873	5.86003849296783	6.12763850373194	6.04137246769856	6.23830587142216
YHR054W-A	0.623175830748245	0.727332932769094	0.792666855040416	0.687515278862918	0.708516150996347	0.688255500131418	0.940405605832206	0.773565749215223	0.851251604051546	0.681216911742048
YHR054C-B	0	0	0	0	0	0	0	0	0	0
YHR055C	-0.620588181677874	-0.820745427955689	-0.79644389987546	-0.806393490107201	-0.618160426563717	-0.806092263775219	-0.799167506771445	-0.713795537967056	-0.803123099402225	-0.72022484350564
YHR056C	6.7003627354377	6.70602390737449	6.51330692442003	6.33823875422537	6.41812174315339	6.48242490494712	6.44532129189975	6.65362461352042	6.7611007776961	6.94409259765153
YHR056W-A	-1.60439914803422	-1.53126343970863	-1.60093258416744	-1.61045507997436	-1.60250156730795	-1.61018969271992	-1.42262847965806	-1.60766816041825	-1.60750053357174	-1.61267412750596
YHR057C	8.65356735207817	8.61478429720284	8.68181586271871	8.75813074726032	8.84798297027349	8.6569563937296	8.69545826249198	8.65298466173773	8.63862452088047	8.54443339726857
YHR058C	7.46051283870941	7.57797201996932	7.56495517909337	7.45567896544298	7.50684396145525	7.51910142106	7.5025065571534	7.56842253514478	7.71999484071262	7.75784110536582
YHR059W	6.27394492609883	6.26410231851396	6.41498102765067	6.26815392820568	6.43550456844914	6.50277271867784	6.77459192281332	6.51183953959009	6.66455003179085	6.46169717632828
YHR060W	7.9676475251413	7.93065217153093	8.16620434473374	8.21966688647612	8.21749500253093	8.0409232740905	8.2019988242518	8.20554729292929	8.06637091428479	8.08645656567672
YHR061C	6.17270137837167	5.94815672613775	5.82214651735792	5.67713008412931	5.64907547101676	5.70304999936708	5.83209054067649	5.75754392176457	5.61624096909311	5.70442979212792
YHR062C	8.29754925366452	8.15911459915152	8.21265628812295	7.71154715769534	7.91306624874633	7.67602501723955	7.80090004144109	7.77029464582913	7.86605365579763	7.78921312680675
YHR063C	11.4931903273281	11.4420615968823	11.5274545512844	10.4306154418678	10.6659422168037	10.5548654998744	10.7159937236898	10.4639527149928	10.4676262314187	10.438070520605
YHR063W-A	4.3735325835911	4.30064213282738	4.14455645197418	4.55617110754341	4.41985731797777	4.47529157862228	4.83683652862705	4.38869978271984	4.3658768987578	4.31063337119482
YHR064C	10.0428639251381	10.0694157486196	10.0835341908581	10.0003534192497	10.1784108080092	10.0470704080235	10.0883542560084	10.2557769254242	10.3322886308801	10.2287071073329
YHR065C	8.20301928098959	8.27150636363602	8.35604456023453	8.38444644046274	8.3382729138119	8.4012191493901	8.46565945429739	8.44782405427957	8.49889405657085	8.3188514262662
YHR066W	7.54032394551854	7.66183523104105	7.88655398032805	7.81162543021672	7.94577401934279	7.95889042757801	8.0189321326859	8.06800434774495	8.05442534944198	7.81353073832189
YHR067W	9.00092804229693	8.98235443290184	9.06497230181542	8.96362991855755	8.91117128620701	8.90410729477855	8.95170750926616	8.77858540590404	8.79505441550498	8.66886895569178
YHR068W	9.03267388093823	9.07976091368152	9.07553859747351	9.00480495109842	9.12373527761334	8.98959780114331	9.10613975040473	9.1729669910323	9.08192089358373	9.11326933695902
YHR069C	8.27242258900821	8.42613550404921	8.45443893736468	8.4400903408493	8.50673559204733	8.40329956994352	8.36659198088401	8.5915427115264	8.58256143806899	8.52848627975685
YHR069C-A	-2.16337061934745	-2.09023491102186	-2.15990405548067	-2.16942655128758	-2.16147303862118	-2.16916116403315	-2.16266290567723	-2.16663963173148	-2.16647200488497	-2.17164559881919
