"","Prot","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TMC1","TMC1",-0.752728740941258,7.26291540281098,-1.57727150554546,0.171881603116262,0.765812339786508,-5.77484839173595
"SPE2","SPE2",-1.56220307822721,9.11634304591134,-1.58225303141416,0.170756567180323,0.765812339786508,-5.77764401294556
"TFA2","TFA2",-0.497872313486548,7.27554158597908,-1.57439921731487,0.172533547249936,0.765812339786508,-5.77835789067353
"ATP23","ATP23",0.825611351786929,8.53542649446668,1.3928602716814,0.218902369167562,0.773253768053875,-5.77961360348348
"CYS4","CYS4",-0.289611136000902,14.1946841136211,-1.57912777112566,0.171461543601061,0.765812339786508,-5.78159013957424
"ATP25","ATP25",-0.652580946708754,8.10064828911691,-1.4339795225802,0.207466793351344,0.765812339786508,-5.78465186520794
"FMP41","FMP41",0.455349545973426,12.528910389097,1.57437725862246,0.172538540588874,0.765812339786508,-5.78472895558121
"MRPL51","MRPL51",-0.486513779245007,8.32104768330166,-1.54212500318531,0.180025382642274,0.765812339786508,-5.78536928764185
"ODC1","ODC1",1.18703071774555,8.19402849639604,1.52041364107289,0.18524050156911,0.765812339786508,-5.78633415366841
"ADP1","ADP1",-0.568484686146888,8.54620261960694,-1.54048830939785,0.180413551093343,0.765812339786508,-5.78755753310138
"GDH1","GDH1",-0.623032985708976,13.3703186291486,-1.56782612081385,0.174034513308093,0.765812339786508,-5.78818373296451
"RPC10","RPC10",-0.485640752351736,8.05153926382572,-1.57174828232736,0.173137374135545,0.765812339786508,-5.79089685203908
"LIP5","LIP5",-0.726256127488039,8.80719253617873,-1.53921454346987,0.180716202451753,0.765812339786508,-5.7922877377154
"SYP1","SYP1",0.404940315907038,8.75581999296356,1.52213458467853,0.184821891752214,0.765812339786508,-5.79382832580709
"HOC1","HOC1",-1.55897613878246,10.4452024264372,-1.53510800781224,0.181695258344667,0.765812339786508,-5.79624953418806
"GRX1","GRX1",0.424006707602831,11.9407998125074,1.56660185349431,0.174315467084534,0.765812339786508,-5.79737804522236
"TMA20","TMA20",-1.73259449184246,9.01569020449971,-1.56201304276116,0.175372448454163,0.765812339786508,-5.8031504984355
"SAT4","SAT4",-1.06411909518414,7.56292802557717,-1.55967440223003,0.175913508189171,0.765812339786508,-5.80608999464137
"RTT102","RTT102",-1.93592015241529,9.18831439947335,-1.55888355150669,0.17609684121161,0.765812339786508,-5.80708367010357
"BUD32","BUD32",-0.446664757994558,8.44143542892496,-1.52355271974264,0.184477620056953,0.765812339786508,-5.80864277359871
"ERP1","ERP1",-1.80721324884804,10.6229956606501,-1.54278033748047,0.179870184952342,0.765812339786508,-5.80924388437314
"CCR4","CCR4",-0.703673677875706,8.3395730233006,-1.53056544294342,0.182784208073423,0.765812339786508,-5.81124309030878
"GAD1","GAD1",-1.63792742306259,9.32079556876032,-1.55501342954012,0.176996666540931,0.765812339786508,-5.81194366862033
"URH1","URH1",-0.70528062429043,7.50877218261201,-1.44761648915194,0.203799733392405,0.765812339786508,-5.81201656034418
"GCV2","GCV2",-0.40669481834514,12.6237681484957,-1.55132203547456,0.177859069761328,0.765812339786508,-5.81657507085447
"MIG1","MIG1",-0.61578043916076,7.85469383664503,-1.54917092066916,0.17836349189475,0.765812339786508,-5.81927208166705
"YGR210C","YGR210C",0.268846297521405,8.15915268355278,1.51451576191904,0.186682028748206,0.765812339786508,-5.81930820882924
"RPL25","RPL25",0.485025669169714,14.387715105559,1.52861835775135,0.183252882617575,0.765812339786508,-5.82013635070692
"RPA14","RPA14",2.40445974294048,10.2382348931947,1.54774240986277,0.178699229787767,0.765812339786508,-5.82106234129518
"ARG5,6","ARG5,6",0.399436785158374,14.1611609966157,1.52175154500613,0.184914985471417,0.765812339786508,-5.82114440145278
"ALB1","ALB1",-2.74650428883817,8.74388936907418,-1.54748118403706,0.178760690606613,0.765812339786508,-5.82138965204304
"YLR179C","YLR179C",-1.34327432718567,14.1751168639294,-1.53563276777682,0.181569864582383,0.765812339786508,-5.82769545944951
"RIX1","RIX1",0.703446987461186,11.3908512329612,1.53774331693652,0.181066378972552,0.765812339786508,-5.83357621110469
"RPL36A","RPL36A",2.48573179798924,10.5834294774219,1.53741666618166,0.181144215795267,0.765812339786508,-5.83398449893551
"THI6","THI6",-0.593552912815444,8.24267942837321,-1.46578138260321,0.199010014038326,0.765812339786508,-5.8379449991284
"IPP1","IPP1",-0.482201786886768,13.9049162974338,-1.51771543307041,0.185898654810613,0.765812339786508,-5.83812197643132
"YRB30","YRB30",-0.838001393820488,7.27328968096938,-1.53345843687795,0.182089973003663,0.765812339786508,-5.83892935828377
"NMA111","NMA111",0.463970139933297,13.5080973610947,1.53334210191002,0.182117841092226,0.765812339786508,-5.83907461761847
"NHP6B","NHP6B",-0.453761658112601,10.7841183165123,-1.49673661605714,0.191092709704483,0.765812339786508,-5.84020637223066
"FRD1","FRD1",0.498425977031778,12.6394321936067,1.51917111076915,0.185543304710216,0.765812339786508,-5.84079508556106
"PRB1","PRB1",-1.35940905383706,10.7308603105729,-1.53176993610314,0.182494856130396,0.765812339786508,-5.84103725887584
"YNL134C","YNL134C",0.556553521150665,14.4055091294085,1.49945301645285,0.190412439213874,0.765812339786508,-5.84503520926899
"LYS2","LYS2",-0.393772475560098,8.67108263154758,-1.45844293580403,0.200932059814354,0.765812339786508,-5.84561124709817
"FUR1","FUR1",0.746300181024784,13.8670849329935,1.52016387437892,0.185301331363089,0.765812339786508,-5.84664593593091
"YVH1","YVH1",1.47288976488625,8.52689970623595,1.5253874143296,0.184033135157523,0.765812339786508,-5.84899707065804
"MRPL1","MRPL1",-0.579797584089004,8.05077308229186,-1.43730474960997,0.206566935918505,0.765812339786508,-5.84924786328681
"PRI1","PRI1",0.417427868689131,7.8763494452343,1.52459838933343,0.184224163399858,0.765812339786508,-5.84998019671376
"SOD2","SOD2",0.482152710599516,13.5401422434971,1.50235199009986,0.189688995688663,0.765812339786508,-5.85186890275028
"TOM5","TOM5",-1.20325694223515,8.2624006163211,-1.50918799297643,0.187993437929762,0.765812339786508,-5.85214084663226
"LSP1","LSP1",-0.547171610686445,13.1945507794524,-1.52163834310851,0.184942506592346,0.765812339786508,-5.85366666539379
"TEF1","TEF1",1.0771722132091,15.8248014137281,1.50829744175854,0.188213501192988,0.765812339786508,-5.85662620858297
"HEM12","HEM12",0.340185104172005,11.9060154704748,1.50652621934373,0.1886519183417,0.765812339786508,-5.8579485676472
"RPS15","RPS15",0.476827065803694,14.9237485496128,1.51507718155154,0.186544348426623,0.765812339786508,-5.86182806852193
"CRN1","CRN1",-0.762415318127716,12.0809517181553,-1.51502898760005,0.186556163505351,0.765812339786508,-5.86188796586928
"RPL21B","RPL21B",-0.486028639660386,10.5992147566448,-1.45264376370561,0.202463351616264,0.765812339786508,-5.86402674252463
"VMA4","VMA4",-0.409225145760575,12.938129893546,-1.50194238040793,0.189791055056543,0.765812339786508,-5.8643567503976
"MSH1","MSH1",0.733797707698836,11.7111622284546,1.4816760325336,0.194906549671752,0.765812339786508,-5.86439075271389
"YCP4","YCP4",-0.544557140215141,11.7311160821182,-1.512136321916,0.187266633386146,0.765812339786508,-5.86548171721055
"GAS1","GAS1",-0.96287414853828,13.1101564754553,-1.51005420969312,0.187779623957735,0.765812339786508,-5.86806679330041
"MNR2","MNR2",0.372867803698138,7.18858031545214,1.45017980076462,0.203117300889449,0.765812339786508,-5.86939292584869
"RPO31","RPO31",-1.10690414304367,10.6506585796515,-1.50255709992707,0.189637909703611,0.765812339786508,-5.87217419110702
"CCS1","CCS1",1.60477978718813,10.229589063405,1.50654207219958,0.188647990080698,0.765812339786508,-5.87242415209244
"BCH2","BCH2",-0.517982999202087,7.61230053602503,-1.482921893493,0.194588328552639,0.765812339786508,-5.87297509983067
"SER33","SER33",-1.97956665978024,9.1169473850762,-1.50549960657519,0.188906474496362,0.765812339786508,-5.87371672167834
"BNA4","BNA4",-1.54989706389245,8.45710395472685,-1.48788593982102,0.193325298163868,0.765812339786508,-5.8781179920737
"GSY1","GSY1",-0.73288558832335,7.04467482762572,-1.50060517205456,0.190124602199082,0.765812339786508,-5.8797806506856
"MIC26","MIC26",-0.721581340479747,8.73657291162435,-1.472570891293,0.197247262696981,0.765812339786508,-5.87989087322681
"NFU1","NFU1",1.81909320864734,10.460635362252,1.50033195315366,0.19019282147094,0.765812339786508,-5.88011892148886
"RIO1","RIO1",0.275491836986276,8.08651403097388,1.45322803789348,0.202308573916343,0.765812339786508,-5.88066925863965
"TAF14","TAF14",-0.58756980441514,7.90581739809561,-1.49972348702082,0.190344831640367,0.765812339786508,-5.88087217154967
"SRP14","SRP14",-0.34120846504824,7.86034983288116,-1.48149566193069,0.194952661382348,0.765812339786508,-5.88183710861482
"LAS17","LAS17",-2.58385139431958,9.05462659055522,-1.49603601188061,0.191268538234237,0.765812339786508,-5.88543445801158
"RPS7A","RPS7A",0.835516261113805,16.1265250582874,1.4683281585445,0.198347055144981,0.765812339786508,-5.88663752343467
"OSH6","OSH6",1.35452673407944,8.37786551507886,1.49336406392682,0.191940525716048,0.765812339786508,-5.88873747307692
"SEC22","SEC22",-0.611218958075612,7.92671169467944,-1.49200583306911,0.192282978911735,0.765812339786508,-5.89041558084966
"VBA4","VBA4",-3.11578391769526,8.79087215004095,-1.49088151880639,0.192566894521992,0.765812339786508,-5.89180421518642
"ATP15","ATP15",-1.38441367096829,10.3934725411657,-1.47394035478163,0.196893509583186,0.765812339786508,-5.89219423964349
"SEH1","SEH1",0.412645137459683,8.10166317493887,1.46714846540245,0.198653884047043,0.765812339786508,-5.89632039743354
"RPL4A","RPL4A",0.486248959561867,14.2117884130751,1.44778646703275,0.203754413158111,0.765812339786508,-5.89641230476533
"LAP2","LAP2",-0.450293094683371,12.1554771946522,-1.43984399542411,0.205882251684013,0.765812339786508,-5.89672070267242
"ARG8","ARG8",0.259128013746257,14.1203462812804,1.46974833149616,0.19797827512718,0.765812339786508,-5.89881869452189
"LDH1","LDH1",-0.440589354764289,10.6747608806858,-1.44472780764546,0.204571381258725,0.765812339786508,-5.9002949457962
"PRE6","PRE6",-0.523604884458008,11.8011156609404,-1.45653135395455,0.201435606258789,0.765812339786508,-5.90121181206414
"PHO13","PHO13",-0.276433250763267,11.6692822177147,-1.4173514219185,0.212022129370856,0.765812339786508,-5.90560892407106
"RIB1","RIB1",0.340202562578193,8.15372183568501,1.478485049314,0.19572385616658,0.765812339786508,-5.90708672273972
"MPA43","MPA43",-0.575589329641104,7.39522892092312,-1.47805009799557,0.195835512061243,0.765812339786508,-5.90762198533246
"XPT1","XPT1",-0.496046487229582,10.9459463155903,-1.47621335845985,0.196307686929905,0.765812339786508,-5.90988160890805
"UBP2","UBP2",0.300122588438355,7.9644316756607,1.46936518142043,0.198077704637905,0.765812339786508,-5.91224807693401
"SSB2","SSB2",-1.12985597536477,12.2364459960957,-1.47295051863651,0.197149138856775,0.765812339786508,-5.91389280551534
"CDC1","CDC1",-0.861384936024417,8.31558205917909,-1.45003842568348,0.203154883033428,0.765812339786508,-5.91736730582802
"SWC4","SWC4",-0.375905623038945,7.95395269370074,-1.46709755062275,0.198667136699368,0.765812339786508,-5.92107894213047
"GRX2","GRX2",0.519916840377138,12.1508853805728,1.44529030166653,0.204420907660114,0.765812339786508,-5.92186405187186
"QCR2","QCR2",-0.470718285604709,13.8309511390537,-1.41953418222574,0.21141884872823,0.765812339786508,-5.92366869713154
"YIP3","YIP3",0.622185445168625,10.9022659014054,1.42102333869313,0.211008192813327,0.765812339786508,-5.92490313715569
"HST2","HST2",0.618818444006512,7.75239601345489,1.46363874438099,0.199569395797228,0.765812339786508,-5.92531995595165
"NOP10","NOP10",0.686538522072408,11.0736567668655,1.40927939749035,0.214267140157658,0.765812339786508,-5.92682166290672
"URE2","URE2",-1.13672341845373,8.48221398844287,-1.45252835763812,0.202493936591691,0.765812339786508,-5.92706797185284
"TCP1","TCP1",-0.419081017508926,11.430090963336,-1.44949164701525,0.203300296562888,0.765812339786508,-5.92786446963796
"ACT1","ACT1",-0.289509233156331,15.0077138566125,-1.39570194473126,0.218093511651395,0.772816380801805,-5.93173445343623
"PIS1","PIS1",-1.95158638191257,8.90784350776436,-1.45744444483829,0.201194932378559,0.765812339786508,-5.93290455177616
"MMS2","MMS2",-0.685026045628197,11.9559739206493,-1.45440608851076,0.201996841101394,0.765812339786508,-5.93392649774891
"NMD3","NMD3",0.290666818442857,12.4001191902572,1.42668602744815,0.209453447216594,0.765812339786508,-5.93398079036849
"CCC1","CCC1",-0.645520813077217,8.1766807508393,-1.4295794510972,0.208663186738074,0.765812339786508,-5.93467927667278
"CHS3","CHS3",0.404777673833977,8.39977984466146,1.40184107260043,0.216355563322937,0.768668875031217,-5.93555088256114
"NSP1","NSP1",-1.80268103712334,10.8157665285573,-1.4333969548382,0.207624824182672,0.765812339786508,-5.93771203102929
"HSP42","HSP42",1.53287222586636,10.2044487434147,1.45192415159694,0.202654134818964,0.765812339786508,-5.93965236012018
"BDP1","BDP1",-1.2224400792839,6.42227311744523,-1.44285765177355,0.205072420353594,0.765812339786508,-5.94008919890722
"CCT2","CCT2",0.353538416917331,13.1904569666077,1.44247166861473,0.205175974135804,0.765812339786508,-5.94189857221518
"ABF2","ABF2",0.76536047509429,12.0270560760029,1.41548271366356,0.212539891805133,0.765812339786508,-5.94525292072754
"TMA7","TMA7",1.78209164601255,10.426480841065,1.44655948576552,0.204081769661623,0.765812339786508,-5.94619944615234
"MXR2","MXR2",-1.66846372286816,9.00157581814796,-1.44636599034071,0.204133439169412,0.765812339786508,-5.94643539528176
"RKR1","RKR1",-0.711696387303871,8.02269830864013,-1.41862184659052,0.211670808058511,0.765812339786508,-5.94669612520287
"GMH1","GMH1",1.18739728214096,11.1038099489437,1.41765602845205,0.211937844189847,0.765812339786508,-5.94781904053468
"IPI1","IPI1",-0.749001080731252,7.40202822234701,-1.41376904237018,0.213015738579827,0.765812339786508,-5.94806750287065
"SUR1","SUR1",-0.673453109992715,8.01279641634777,-1.44482305799299,0.204545893357039,0.765812339786508,-5.94831636714746
"SEC53","SEC53",-0.379888880852212,13.9157979932419,-1.32588917847823,0.238788676963213,0.78810367946984,-5.9516420649415
"SLM4","SLM4",0.283755726115179,8.26573427573416,1.4129126232768,0.213253919815122,0.765812339786508,-5.95242886706881
"FET3","FET3",-2.40547898030684,8.73973472474093,-1.44095117296255,0.205584380928721,0.765812339786508,-5.9530327220794
"CYC3","CYC3",2.1344284057987,10.7613906622862,1.43976612277375,0.205903217531148,0.765812339786508,-5.95447514001226
"DUS3","DUS3",0.319883152980597,8.03096258603931,1.41620745919568,0.212338946376241,0.765812339786508,-5.9544991454036
"MRPL23","MRPL23",0.333684625711788,8.41746021955105,1.42834625916142,0.208999656784817,0.765812339786508,-5.95521422201933
"GPT2","GPT2",1.23528621561381,11.4539517786237,1.4158478853223,0.2124386208138,0.765812339786508,-5.95551014326422
"MRPL44","MRPL44",-0.48193602889829,7.95153604340205,-1.42834892529284,0.208998928795282,0.765812339786508,-5.95640438461636
"RAP1","RAP1",-1.75438391176873,9.17182545529895,-1.43756414909134,0.206496893070358,0.765812339786508,-5.95715396685382
"BNA5","BNA5",-0.615062764289061,11.4040216046578,-1.43651646866075,0.206779924164008,0.765812339786508,-5.9584279035649
"GIM3","GIM3",0.289542302620459,11.7837769520061,1.33997617782597,0.234472399505389,0.78810367946984,-5.96182653737118
"RPC34","RPC34",-0.587690028841273,6.14507419697782,-1.39424436200652,0.218508051466284,0.773182335957622,-5.96403637098119
"SER1","SER1",-0.546634762065991,12.4673499591843,-1.42417898661824,0.210140448812766,0.765812339786508,-5.96807867094821
"TRX3","TRX3",-1.90423903850683,9.53209113859563,-1.42649793552864,0.209504916599788,0.765812339786508,-5.97058947935881
"YCH1","YCH1",-1.56705489273859,9.22239616936232,-1.42215802540928,0.210695789047268,0.765812339786508,-5.97121076736477
"MRP4","MRP4",-0.580631424717986,11.3710185276618,-1.40953897875745,0.214194600036049,0.765812339786508,-5.97280736109863
"BRX1","BRX1",1.96271411571011,10.13130882124,1.42450155393752,0.210051937667833,0.765812339786508,-5.97300842325493
"MIS1","MIS1",0.450198367473872,12.5345002435038,1.42157257049514,0.210856923236857,0.765812339786508,-5.97655465063511
"ERG3","ERG3",-2.57916624901083,9.41895086825807,-1.41597911487021,0.212402238702698,0.765812339786508,-5.97775112325493
"ATF2","ATF2",-0.269592397710189,7.83259242029761,-1.3466071193251,0.232465567128971,0.78810367946984,-5.97829019347252
"SEC66","SEC66",-0.40630571023567,7.84882641896825,-1.38985038947435,0.219762151723835,0.774310900541851,-5.97994486779907
"YNL040W","YNL040W",-0.337000498405135,8.18105641571839,-1.41162241982555,0.213613212627867,0.765812339786508,-5.98075648768557
"CPR6","CPR6",-0.444232016886158,12.6943156134435,-1.33562737374362,0.235797181370909,0.78810367946984,-5.9808416524069
"UTP20","UTP20",1.51999069895658,10.1122049939428,1.41709522493259,0.212093043850802,0.765812339786508,-5.98196925914197
"ULP1","ULP1",-2.50859303126176,9.08506897786222,-1.41631422763183,0.212309358433085,0.765812339786508,-5.98291296514839
"COX11","COX11",0.325278848860487,7.95582911581371,1.41457393586538,0.212792114257197,0.765812339786508,-5.98501498210997
"LEO1","LEO1",-0.49632877928086,7.79179465236114,-1.35543830620035,0.229817385533823,0.78810367946984,-5.98688496961279
"STV1","STV1",-1.46418045270212,8.78513181171692,-1.40508390677133,0.215442761441699,0.767804618968695,-5.98791249603948
"BEM2","BEM2",-2.72748635533763,9.395458959152,-1.41131033909962,0.213700205148301,0.765812339786508,-5.98895380017473
"RGD1","RGD1",-0.398925326828201,7.45788158778577,-1.41018855329734,0.214013176701352,0.765812339786508,-5.98916594449443
"YJL133C-A","YJL133C-A",-0.310275421203581,7.57104131527511,-1.37386389138232,0.224381598467958,0.781333443687052,-5.99176244086262
"KRS1","KRS1",0.324605483446471,15.3370644212047,1.3234597685928,0.239540369565108,0.78810367946984,-5.99284528737992
"PEX11","PEX11",2.36605513850907,10.7295312191658,1.40696436565953,0.214915093431409,0.767024557591407,-5.99419256639618
"UBC13","UBC13",0.343046551025376,8.71980671223026,1.32431066837156,0.239276843560571,0.78810367946984,-5.99460228785344
"GON7","GON7",-0.870935082069749,7.18286678264186,-1.40141183094713,0.216476657631097,0.768668875031217,-6.00087509973218
"MSS116","MSS116",0.327144011905791,13.0746258131015,1.40092663977983,0.216613612126349,0.768668875031217,-6.00145846104886
"ELO2","ELO2",-0.334820454516236,7.69016837624803,-1.34029597117554,0.234375250769114,0.78810367946984,-6.00331117094931
"RPS29B","RPS29B",0.692942041248063,12.894086475681,1.34211978401741,0.233821908626986,0.78810367946984,-6.0067917514363
"FPR1","FPR1",0.630734486426242,14.337655392467,1.37519469250993,0.223993639424814,0.781333443687052,-6.01100076801401
"SCW4","SCW4",-1.49331812346925,11.6654458981981,-1.38761387486421,0.22040305325682,0.775469099560822,-6.01125960660366
"YIL108W","YIL108W",0.65219299943181,10.7553882095258,1.36675546986192,0.226464429760936,0.784028019252768,-6.01415557636308
"RPL17B","RPL17B",0.937765717639529,14.3567167691916,1.34834009190623,0.231943699550132,0.78810367946984,-6.02314193652658
"YOR111W","YOR111W",-0.629522190252487,8.17770481121228,-1.38067005232754,0.222403982551099,0.781333443687052,-6.02573050042583
"RPL33A","RPL33A",1.85113406751945,12.8269766143033,1.35771175239498,0.229140170263161,0.787253365053517,-6.02796635662328
"PWP2","PWP2",-1.37334090065285,9.36446036802573,-1.37842319122396,0.223055041351355,0.781333443687052,-6.02841262744328
"TED1","TED1",-0.588874754463968,8.89426452070229,-1.34173153257494,0.23393960285378,0.78810367946984,-6.02980494481966
"FAS1","FAS1",0.30427555219904,15.0194027463938,1.37673716814243,0.223544750601526,0.781333443687052,-6.03042392434001
"ORC4","ORC4",-1.81102918898851,9.03450699500863,-1.37635545081597,0.223655759631648,0.781333443687052,-6.03087912345229
"DEF1","DEF1",2.59911449217499,10.3546197602073,1.37580358299972,0.223816341318982,0.781333443687052,-6.03153712262273
"SUP45","SUP45",-0.257508168266079,10.9934205143073,-1.32869842460656,0.237922149945152,0.78810367946984,-6.03357285332224
"RPL5","RPL5",0.345154953508758,16.9508231188413,1.3329553626868,0.236614563130844,0.78810367946984,-6.03437374581402
"GLO2","GLO2",0.39927007220641,7.83624644632498,1.36487299100807,0.227019002040528,0.784028019252768,-6.03480830647836
"CIA1","CIA1",-1.20578276017597,7.17819939300279,-1.35233808388449,0.230743856773465,0.78810367946984,-6.03605280812325
"IMO32","IMO32",-1.9440014939108,11.3321634859044,-1.37140272584065,0.225100725845876,0.781333443687052,-6.03677986986171
"QCR8","QCR8",1.91561117277556,10.1385823095395,1.3713236035463,0.225123879955033,0.781333443687052,-6.03687405576598
"IMD4","IMD4",0.894491944601504,12.2843980531948,1.3710113581395,0.225215276038619,0.781333443687052,-6.03724572257602
"ARP4","ARP4",1.97333087186631,11.5091402401729,1.36460867227624,0.227096969973893,0.784028019252768,-6.04004469251112
"YHR112C","YHR112C",-0.460655886269459,8.60765223678727,-1.32989117014129,0.237555112874595,0.78810367946984,-6.0403112762718
"ARF1","ARF1",2.08868716235711,10.9199757051136,1.36332884989905,0.227474838343854,0.784028019252768,-6.04637757441798
"BCP1","BCP1",-0.797318449677272,11.1077117852746,-1.36300641326117,0.227570129581822,0.784028019252768,-6.04676030577397
"PBS2","PBS2",0.765257366646896,7.62068621310694,1.36096593304058,0.228174018330767,0.785019752816656,-6.04918134602473
"PTP1","PTP1",-0.691427340847923,8.31032762367343,-1.33354456771188,0.236434099281497,0.78810367946984,-6.05113232924892
"ERB1","ERB1",1.01771958645017,10.7263064234123,1.33890066833086,0.234799395688331,0.78810367946984,-6.05260483033708
"RCL1","RCL1",0.349470484382654,8.46518690449238,1.32398404169567,0.239377969363663,0.78810367946984,-6.05269936585468
"BET4","BET4",-0.492515980419201,7.81263579232222,-1.35347971189478,0.230402292532235,0.78810367946984,-6.05804885976343
"CCT7","CCT7",-0.317659192026334,12.8398570986399,-1.30759976526516,0.244501032548334,0.794662613905753,-6.05924709179259
"LSM6","LSM6",-0.258592717225971,8.39775598064899,-1.26694676393882,0.2576455825956,0.810665751231386,-6.06228595715431
"TIM17","TIM17",0.404674563428707,11.5466012086231,1.33247248934427,0.23676255349345,0.78810367946984,-6.06361495012189
"ARO1","ARO1",-0.288026922637969,13.5279182981521,-1.32181107616761,0.240051729718796,0.788741397647473,-6.06431231523853
"SPT6","SPT6",-1.10059929760606,9.9307059438238,-1.34321938499714,0.233488871808009,0.78810367946984,-6.06467713152802
"YPR1","YPR1",-0.433782080211968,11.9777276119832,-1.3246699212257,0.239165661610345,0.78810367946984,-6.06683069060269
"VPS60","VPS60",0.274236706652404,8.04490192597422,1.33417729430694,0.236240446059648,0.78810367946984,-6.06869592213975
"YFH1","YFH1",-0.288542169743581,11.6377368837574,-1.2732871012875,0.255554364828115,0.810665751231386,-6.06945395859951
"PLB1","PLB1",1.55190842847295,10.0079789136121,1.34343513475561,0.233423578750619,0.78810367946984,-6.06990954338963
"MCM4","MCM4",0.359089963220617,8.15259336983826,1.33929624643026,0.234679076086629,0.78810367946984,-6.07478420965812
"PRP28","PRP28",0.374665413634987,8.28048431829249,1.32538365574495,0.238944914532855,0.78810367946984,-6.07640234402078
"GPP1","GPP1",-0.511957693426764,14.8988588795369,-1.31303615107939,0.242790189755291,0.794233058347187,-6.07799331915069
"RPL6A","RPL6A",3.22165477601372,11.3837282123121,1.33571538656074,0.235770301926118,0.78810367946984,-6.07899568048577
"YMR209C","YMR209C",0.497250828858991,8.08672202450405,1.3345002839649,0.236141647476183,0.78810367946984,-6.0804235066296
"TRA1","TRA1",-1.70606501666555,9.55309559707757,-1.3332095140081,0.236536705256981,0.78810367946984,-6.08193954356484
"RSM10","RSM10",-0.472124333358321,8.71724002599032,-1.29692938282051,0.247890970946885,0.798291093944054,-6.08407718437152
"HNT1","HNT1",2.16889473273951,10.72193186471,1.33101598091374,0.237209456380226,0.78810367946984,-6.08451422909192
"SHM1","SHM1",0.587383170875286,12.224648850721,1.32708759590187,0.238418665897764,0.78810367946984,-6.08911995547358
"BUD27","BUD27",-0.359366225345024,6.94190176034176,-1.30021206646519,0.246843552593505,0.797346403956132,-6.090052614711
"YML6","YML6",0.692692637216454,11.0170189810467,1.29607473308439,0.248164328680492,0.798291093944054,-6.09264450333059
"PFK2","PFK2",-0.476553923695198,15.0437397428519,-1.31179853265601,0.243178708900162,0.794233058347187,-6.09309758981347
"YRB2","YRB2",-1.9116703177942,9.30496814059498,-1.31980848730993,0.240674196978351,0.789742014919714,-6.09763617246357
"GFD1","GFD1",-2.4180978907984,9.12740441922498,-1.31764181862395,0.241349326153292,0.790912567499708,-6.10016653425205
"YHB1","YHB1",1.51045216708607,10.8305813560599,1.29527145768161,0.248421503872284,0.798291093944054,-6.10242763997004
"PTC3","PTC3",-1.48996768444429,9.34891913038469,-1.31053856472611,0.243574826317028,0.794233058347187,-6.10844740045484
"DUG2","DUG2",-0.407215043116201,8.6973064422756,-1.23669551030716,0.267836401647222,0.820352184576696,-6.10916532524019
"ERP2","ERP2",-1.76854761272259,9.29547247199362,-1.3093609877682,0.243945572658102,0.794233058347187,-6.10981800948949
"YLR118C","YLR118C",-1.5223257705683,11.0946273395071,-1.30931112848999,0.243961281609865,0.794233058347187,-6.10987602803867
"MED1","MED1",-0.817719377813304,7.89418931204123,-1.30686517112993,0.244733051384018,0.794662613905753,-6.1127208757314
"SDH7","SDH7",-0.492882851543522,7.66447529500492,-1.30330414124687,0.245860632607015,0.796939232826227,-6.11685779065729
"SAC7","SAC7",-0.697442844283921,8.41716856106622,-1.26871493088398,0.257060847987071,0.810665751231386,-6.11735312381654
"RPS7B","RPS7B",0.995273140251462,13.7597684207397,1.30064312284148,0.246706312875425,0.797346403956132,-6.11737343922162
"YOR238W","YOR238W",1.88658458774717,9.88939249012628,1.3026261745166,0.246075842020015,0.796939232826227,-6.11764474310235
"TOM40","TOM40",0.489690698587837,12.8606283714577,1.29865023174648,0.247341390746352,0.797916902096023,-6.12225560462417
"NUP188","NUP188",-0.299351112862235,8.06284976660151,-1.18095145537513,0.287558047134276,0.840553629438487,-6.12314059871919
"YMR178W","YMR178W",-0.300848170940158,12.6609547716361,-1.24309143868666,0.265652199818028,0.818849612785375,-6.12382437806137
"UTP10","UTP10",0.384770409944285,11.3381371299749,1.27088625044134,0.256344425545602,0.810665751231386,-6.12484842122164
"RET3","RET3",-0.401596904766796,8.08908417842584,-1.29144496639419,0.249649908898898,0.801202033210415,-6.13059295822012
"SIL1","SIL1",-0.242843650382348,8.24521140342933,-1.24662817927938,0.264451252350486,0.818849612785375,-6.13195774700382
"RAS1","RAS1",-0.77484863410751,8.40492449620272,-1.26674459961138,0.257712514765877,0.810665751231386,-6.1337855059049
"NBA1","NBA1",0.243324486500596,7.83106158427043,1.2452344573181,0.26492392841003,0.818849612785375,-6.13514380252651
"TYW1","TYW1",-0.315411808985117,8.049214285884,-1.24946237055826,0.263492372793922,0.818849612785375,-6.13740688757671
"NDC1","NDC1",1.43014222802775,9.90384386487406,1.28537345008551,0.251610327952889,0.806297903243936,-6.1375997384473
"RQC1","RQC1",-1.30026264060469,7.99281394433738,-1.28052652132735,0.253185331936502,0.806297903243936,-6.13770165971861
"CLC1","CLC1",-2.16541481041655,8.98903001109977,-1.28304673829713,0.252365281099232,0.806297903243936,-6.1402802945036
"YML079W","YML079W",-2.23396221567622,9.05955141962446,-1.28278392649556,0.252450684867647,0.806297903243936,-6.1405829148156
"LHP1","LHP1",0.491105639636735,11.5081348101777,1.24748942766184,0.264159540177559,0.818849612785375,-6.14107267580419
"SRP102","SRP102",0.235670903791426,7.9644739659807,1.28094688608866,0.253048382716518,0.806297903243936,-6.14169729998565
